League,season_id,Game,Team,Player,Season,game_id,Date,shot_id,Assist Player,xG,x,y,Minute,body_part,Situation,Result
Premier League,2324,Bournemouth v West Ham,Bournemouth,Antoine Semenyo,2023,22277,2023-08-12,532043,Chris Mepham,0.015813298523426056,0.725,0.42700000762939455,88,Left Foot,Open Play,Blocked Shot
Premier League,2324,Bournemouth v West Ham,Bournemouth,David Brooks,2023,22277,2023-08-12,532016,Dominic Solanke,0.038693517446517944,0.794000015258789,0.4879999923706055,11,Left Foot,Open Play,Missed Shot
Premier League,2324,Bournemouth v West Ham,Bournemouth,David Brooks,2023,22277,2023-08-12,532026,,0.012815321795642376,0.7230000305175781,0.37099998474121093,40,Left Foot,Open Play,Saved Shot
Premier League,2324,Bournemouth v West Ham,Bournemouth,David Brooks,2023,22277,2023-08-12,532027,,0.017082108184695244,0.8159999847412109,0.3920000076293945,49,Left Foot,Open Play,Saved Shot
Premier League,2324,Bournemouth v West Ham,Bournemouth,David Brooks,2023,22277,2023-08-12,532035,Philip Billing,0.024953393265604973,0.8030000305175782,0.34599998474121096,70,Left Foot,Open Play,Missed Shot
Premier League,2324,Bournemouth v West Ham,Bournemouth,Dominic Solanke,2023,22277,2023-08-12,532029,Max Aarons,0.24690678715705872,0.9580000305175781,0.325,54,Right Foot,Open Play,Saved Shot
Premier League,2324,Bournemouth v West Ham,Bournemouth,Dominic Solanke,2023,22277,2023-08-12,532038,Milos Kerkez,0.03189890831708908,0.8830000305175781,0.5929999923706055,77,,Open Play,Missed Shot
Premier League,2324,Bournemouth v West Ham,Bournemouth,Dominic Solanke,2023,22277,2023-08-12,532040,,0.9294283986091614,0.965,0.45099998474121095,81,Right Foot,Open Play,Goal
Premier League,2324,Bournemouth v West Ham,Bournemouth,Joe Rothwell,2023,22277,2023-08-12,532033,Ryan Christie,0.025902098044753075,0.785,0.6840000152587891,64,Right Foot,From Corner,Shot On Post
Premier League,2324,Bournemouth v West Ham,Bournemouth,Kieffer Moore,2023,22277,2023-08-12,532037,Dominic Solanke,0.042668137699365616,0.8869999694824219,0.49400001525878906,76,,Open Play,Blocked Shot
Premier League,2324,Bournemouth v West Ham,Bournemouth,Philip Billing,2023,22277,2023-08-12,532032,,0.06008746847510338,0.8030000305175782,0.2720000076293945,60,Left Foot,Direct Freekick,Blocked Shot
Premier League,2324,Bournemouth v West Ham,Bournemouth,Philip Billing,2023,22277,2023-08-12,532036,Joe Rothwell,0.02138555236160755,0.8809999847412109,0.624000015258789,74,,Set Piece,Missed Shot
Premier League,2324,Bournemouth v West Ham,Bournemouth,Ryan Christie,2023,22277,2023-08-12,532020,David Brooks,0.01685369573533535,0.7680000305175781,0.22299999237060547,25,Left Foot,From Corner,Saved Shot
Premier League,2324,Bournemouth v West Ham,West Ham,Danny Ings,2023,22277,2023-08-12,532041,Lucas Paquetá,0.12314949184656143,0.88,0.355,83,Right Foot,Open Play,Blocked Shot
Premier League,2324,Bournemouth v West Ham,West Ham,Jarrod Bowen,2023,22277,2023-08-12,532015,,0.02762310765683651,0.7380000305175781,0.6370000076293946,4,Left Foot,Open Play,Missed Shot
Premier League,2324,Bournemouth v West Ham,West Ham,Jarrod Bowen,2023,22277,2023-08-12,532017,Said Benrahma,0.15818184614181519,0.865,0.41900001525878905,16,Left Foot,Open Play,Blocked Shot
Premier League,2324,Bournemouth v West Ham,West Ham,Jarrod Bowen,2023,22277,2023-08-12,532024,Vladimir Coufal,0.04263020679354668,0.875999984741211,0.49700000762939456,36,,Open Play,Missed Shot
Premier League,2324,Bournemouth v West Ham,West Ham,Jarrod Bowen,2023,22277,2023-08-12,532028,Tomas Soucek,0.03021552599966526,0.7709999847412109,0.445,50,Left Foot,Open Play,Goal
Premier League,2324,Bournemouth v West Ham,West Ham,Jarrod Bowen,2023,22277,2023-08-12,532031,Emerson,0.048392847180366516,0.8909999847412109,0.5309999847412109,55,,Open Play,Blocked Shot
Premier League,2324,Bournemouth v West Ham,West Ham,Jarrod Bowen,2023,22277,2023-08-12,532034,Vladimir Coufal,0.08082238584756851,0.9390000152587891,0.3220000076293945,69,Left Foot,Open Play,Blocked Shot
Premier League,2324,Bournemouth v West Ham,West Ham,Lucas Paquetá,2023,22277,2023-08-12,532022,Jarrod Bowen,0.04525599628686905,0.9590000152587891,0.42200000762939455,34,,From Corner,Blocked Shot
Premier League,2324,Bournemouth v West Ham,West Ham,Lucas Paquetá,2023,22277,2023-08-12,532030,Emerson,0.043874774128198624,0.86,0.6020000076293945,55,Left Foot,Open Play,Missed Shot
Premier League,2324,Bournemouth v West Ham,West Ham,Lucas Paquetá,2023,22277,2023-08-12,532042,,0.06345885992050171,0.865,0.64,84,Left Foot,Open Play,Shot On Post
Premier League,2324,Bournemouth v West Ham,West Ham,Pablo Fornals,2023,22277,2023-08-12,532014,,0.0491863414645195,0.8390000152587891,0.6329999923706054,2,Right Foot,Open Play,Missed Shot
Premier League,2324,Bournemouth v West Ham,West Ham,Pablo Fornals,2023,22277,2023-08-12,532021,Said Benrahma,0.020084649324417114,0.765,0.585,28,Left Foot,Open Play,Missed Shot
Premier League,2324,Bournemouth v West Ham,West Ham,Said Benrahma,2023,22277,2023-08-12,532023,Lucas Paquetá,0.019933605566620827,0.735,0.655,34,Right Foot,Open Play,Missed Shot
Premier League,2324,Bournemouth v West Ham,West Ham,Said Benrahma,2023,22277,2023-08-12,532025,Pablo Fornals,0.13321448862552643,0.9180000305175782,0.5720000076293945,36,Left Foot,Open Play,Saved Shot
Premier League,2324,Bournemouth v West Ham,West Ham,Tomas Soucek,2023,22277,2023-08-12,532018,Jarrod Bowen,0.5839354395866394,0.9719999694824218,0.4909999847412109,18,,From Corner,Missed Shot
Premier League,2324,Bournemouth v West Ham,West Ham,Tomas Soucek,2023,22277,2023-08-12,532019,Jarrod Bowen,0.013436351902782917,0.955999984741211,0.38,23,,From Corner,Missed Shot
Premier League,2324,Brighton v Luton,Brighton,Billy Gilmour,2023,22278,2023-08-12,532071,,0.027275795117020607,0.7780000305175782,0.3160000038146973,83,Right Foot,Open Play,Saved Shot
Premier League,2324,Brighton v Luton,Brighton,Danny Welbeck,2023,22278,2023-08-12,532047,João Pedro,0.012145270593464375,0.725,0.6880000305175781,7,Right Foot,Open Play,Missed Shot
Premier League,2324,Brighton v Luton,Brighton,Danny Welbeck,2023,22278,2023-08-12,532051,Solly March,0.04096674174070358,0.914000015258789,0.285,19,Right Foot,Open Play,Saved Shot
Premier League,2324,Brighton v Luton,Brighton,Danny Welbeck,2023,22278,2023-08-12,532060,Estupiñán,0.11525235325098038,0.8630000305175781,0.505,38,Right Foot,Open Play,Shot On Post
Premier League,2324,Brighton v Luton,Brighton,Danny Welbeck,2023,22278,2023-08-12,532062,Kaoru Mitoma,0.12404989451169968,0.8830000305175781,0.5070000076293946,41,Right Foot,Open Play,Blocked Shot
Premier League,2324,Brighton v Luton,Brighton,Estupiñán,2023,22278,2023-08-12,532050,Kaoru Mitoma,0.04104902967810631,0.8569999694824219,0.675,17,Left Foot,Set Piece,Blocked Shot
Premier League,2324,Brighton v Luton,Brighton,Estupiñán,2023,22278,2023-08-12,532061,Mahmoud Dahoud,0.022851424291729927,0.740999984741211,0.6459999847412109,39,Left Foot,Open Play,Saved Shot
Premier League,2324,Brighton v Luton,Brighton,Estupiñán,2023,22278,2023-08-12,532072,Evan Ferguson,0.06968338042497635,0.9130000305175782,0.6769999694824219,84,Left Foot,Open Play,Saved Shot
Premier League,2324,Brighton v Luton,Brighton,Evan Ferguson,2023,22278,2023-08-12,532074,Estupiñán,0.08076441287994385,0.8530000305175781,0.63,85,Right Foot,Open Play,Shot On Post
Premier League,2324,Brighton v Luton,Brighton,Evan Ferguson,2023,22278,2023-08-12,532079,Estupiñán,0.7277309894561768,0.9669999694824218,0.4620000076293945,94,Right Foot,Open Play,Goal
Premier League,2324,Brighton v Luton,Brighton,Jan Paul van Hecke,2023,22278,2023-08-12,532065,Estupiñán,0.025739125907421112,0.855999984741211,0.52,46,,From Corner,Saved Shot
Premier League,2324,Brighton v Luton,Brighton,João Pedro,2023,22278,2023-08-12,532046,Pascal Groß,0.4237302839756012,0.8930000305175781,0.4909999847412109,4,Right Foot,Open Play,Missed Shot
Premier League,2324,Brighton v Luton,Brighton,João Pedro,2023,22278,2023-08-12,532066,Kaoru Mitoma,0.10012907534837723,0.855999984741211,0.6,47,Right Foot,Open Play,Blocked Shot
Premier League,2324,Brighton v Luton,Brighton,João Pedro,2023,22278,2023-08-12,532069,,0.7611688375473022,0.885,0.5,70,Right Foot,,Goal
Premier League,2324,Brighton v Luton,Brighton,João Pedro,2023,22278,2023-08-12,532075,Pascal Groß,0.14037765562534332,0.925,0.5879999923706055,86,Left Foot,Open Play,Saved Shot
Premier League,2324,Brighton v Luton,Brighton,Kaoru Mitoma,2023,22278,2023-08-12,532055,Pascal Groß,0.01998881623148918,0.8480000305175781,0.7319999694824219,32,Right Foot,Open Play,Missed Shot
Premier League,2324,Brighton v Luton,Brighton,Lewis Dunk,2023,22278,2023-08-12,532044,Pascal Groß,0.030197013169527054,0.8769999694824219,0.509000015258789,1,,From Corner,Missed Shot
Premier League,2324,Brighton v Luton,Brighton,Lewis Dunk,2023,22278,2023-08-12,532045,Mahmoud Dahoud,0.08002118766307831,0.9280000305175782,0.43200000762939456,2,,From Corner,Missed Shot
Premier League,2324,Brighton v Luton,Brighton,Mahmoud Dahoud,2023,22278,2023-08-12,532053,Kaoru Mitoma,0.02095428667962551,0.7680000305175781,0.639000015258789,25,Right Foot,Open Play,Missed Shot
Premier League,2324,Brighton v Luton,Brighton,Mahmoud Dahoud,2023,22278,2023-08-12,532063,,0.0221095010638237,0.749000015258789,0.4779999923706055,41,Right Foot,Open Play,Blocked Shot
Premier League,2324,Brighton v Luton,Brighton,Pascal Groß,2023,22278,2023-08-12,532048,Estupiñán,0.11489401012659073,0.9130000305175782,0.45299999237060545,13,,Open Play,Missed Shot
Premier League,2324,Brighton v Luton,Brighton,Pascal Groß,2023,22278,2023-08-12,532067,Solly March,0.017942124977707863,0.8719999694824219,0.8009999847412109,51,Right Foot,Set Piece,Shot On Post
Premier League,2324,Brighton v Luton,Brighton,Pascal Groß,2023,22278,2023-08-12,532076,Estupiñán,0.26246532797813416,0.955999984741211,0.5679999923706055,88,Right Foot,Open Play,Saved Shot
Premier League,2324,Brighton v Luton,Brighton,Simon Adingra,2023,22278,2023-08-12,532073,,0.49286147952079773,0.955999984741211,0.41900001525878905,84,Right Foot,Open Play,Goal
Premier League,2324,Brighton v Luton,Brighton,Solly March,2023,22278,2023-08-12,532049,Pascal Groß,0.013333537615835667,0.7019999694824218,0.385,17,Left Foot,Set Piece,Blocked Shot
Premier League,2324,Brighton v Luton,Brighton,Solly March,2023,22278,2023-08-12,532057,Kaoru Mitoma,0.45607027411460876,0.9390000152587891,0.47,35,,Open Play,Goal
Premier League,2324,Brighton v Luton,Brighton,Solly March,2023,22278,2023-08-12,532068,Pascal Groß,0.12647263705730438,0.919000015258789,0.5970000076293945,62,Left Foot,Open Play,Saved Shot
Premier League,2324,Brighton v Luton,Luton,Carlton Morris,2023,22278,2023-08-12,532058,Ryan John Giles,0.050992317497730255,0.92,0.585,36,,From Corner,Saved Shot
Premier League,2324,Brighton v Luton,Luton,Carlton Morris,2023,22278,2023-08-12,532064,Ryan John Giles,0.04231686517596245,0.9259999847412109,0.549000015258789,45,,Open Play,Missed Shot
Premier League,2324,Brighton v Luton,Luton,Carlton Morris,2023,22278,2023-08-12,532070,,0.7611688375473022,0.885,0.5,80,Right Foot,,Goal
Premier League,2324,Brighton v Luton,Luton,Carlton Morris,2023,22278,2023-08-12,532078,Cauley Woodrow,0.05091724917292595,0.9230000305175782,0.4909999847412109,92,,From Corner,Missed Shot
Premier League,2324,Brighton v Luton,Luton,Issa Kabore,2023,22278,2023-08-12,532059,Marvelous Nakamba,0.01918305829167366,0.7469999694824219,0.4209999847412109,37,Left Foot,From Corner,Missed Shot
Premier League,2324,Brighton v Luton,Luton,Jacob Brown,2023,22278,2023-08-12,532077,Cauley Woodrow,0.044230684638023376,0.8640000152587891,0.5179999923706055,91,Right Foot,Open Play,Saved Shot
Premier League,2324,Brighton v Luton,Luton,Marvelous Nakamba,2023,22278,2023-08-12,532056,,0.013922066427767277,0.7330000305175781,0.40900001525878904,33,Left Foot,Open Play,Blocked Shot
Premier League,2324,Brighton v Luton,Luton,Pelly Ruddock Mpanzu,2023,22278,2023-08-12,532052,Issa Kabore,0.836603045463562,0.9590000152587891,0.5479999923706055,22,,Open Play,Missed Shot
Premier League,2324,Brighton v Luton,Luton,Pelly Ruddock Mpanzu,2023,22278,2023-08-12,532054,Elijah Adebayo,0.06660162657499313,0.8580000305175781,0.7080000305175781,28,Left Foot,Open Play,Blocked Shot
Premier League,2324,Everton v Fulham,Everton,Abdoulaye Doucouré,2023,22279,2023-08-12,532082,Amadou Onana,0.457674115896225,0.88,0.4929999923706055,4,Right Foot,Open Play,Saved Shot
Premier League,2324,Everton v Fulham,Everton,Abdoulaye Doucouré,2023,22279,2023-08-12,532106,,0.02491401880979538,0.899000015258789,0.4179999923706055,94,,Set Piece,Missed Shot
Premier League,2324,Everton v Fulham,Everton,Alex Iwobi,2023,22279,2023-08-12,532083,Amadou Onana,0.07272406667470932,0.8519999694824218,0.649000015258789,17,Right Foot,Open Play,Blocked Shot
Premier League,2324,Everton v Fulham,Everton,Alex Iwobi,2023,22279,2023-08-12,532085,Neal Maupay,0.13353370130062103,0.8109999847412109,0.5690000152587891,20,Right Foot,Open Play,Missed Shot
Premier League,2324,Everton v Fulham,Everton,Alex Iwobi,2023,22279,2023-08-12,532095,,0.03078509122133255,0.8059999847412109,0.66,66,Right Foot,Open Play,Saved Shot
Premier League,2324,Everton v Fulham,Everton,Alex Iwobi,2023,22279,2023-08-12,532100,Arnaut Danjuma Groeneveld,0.09493032842874527,0.9640000152587891,0.4279999923706055,84,Right Foot,Open Play,Saved Shot
Premier League,2324,Everton v Fulham,Everton,Amadou Onana,2023,22279,2023-08-12,532087,Alex Iwobi,0.026149267330765724,0.850999984741211,0.3,40,Right Foot,Open Play,Saved Shot
Premier League,2324,Everton v Fulham,Everton,Idrissa Gueye,2023,22279,2023-08-12,532084,James Garner,0.02941899560391903,0.8,0.6270000076293946,18,Right Foot,From Corner,Blocked Shot
Premier League,2324,Everton v Fulham,Everton,Idrissa Gueye,2023,22279,2023-08-12,532104,,0.0423031747341156,0.825,0.55,89,Left Foot,From Corner,Blocked Shot
Premier League,2324,Everton v Fulham,Everton,James Tarkowski,2023,22279,2023-08-12,532105,Alex Iwobi,0.05010009557008743,0.92,0.5620000076293945,89,,From Corner,Missed Shot
Premier League,2324,Everton v Fulham,Everton,Michael Keane,2023,22279,2023-08-12,532101,Alex Iwobi,0.04624316841363907,0.9009999847412109,0.43900001525878907,84,,From Corner,Saved Shot
Premier League,2324,Everton v Fulham,Everton,Michael Keane,2023,22279,2023-08-12,532107,Jordan Pickford,0.008094483986496925,0.8530000305175781,0.45099998474121095,96,,Set Piece,Saved Shot
Premier League,2324,Everton v Fulham,Everton,Nathan Patterson,2023,22279,2023-08-12,532089,Idrissa Gueye,0.04702720418572426,0.8630000305175781,0.3129999923706055,42,Left Foot,Open Play,Missed Shot
Premier League,2324,Everton v Fulham,Everton,Nathan Patterson,2023,22279,2023-08-12,532094,,0.012792707420885563,0.7030000305175781,0.42200000762939455,59,Right Foot,From Corner,Blocked Shot
Premier League,2324,Everton v Fulham,Everton,Nathan Patterson,2023,22279,2023-08-12,532096,,0.3760105073451996,0.9390000152587891,0.3770000076293945,66,Right Foot,Open Play,Shot On Post
Premier League,2324,Everton v Fulham,Everton,Neal Maupay,2023,22279,2023-08-12,532080,Abdoulaye Doucouré,0.07180008292198181,0.8640000152587891,0.27,0,Right Foot,Open Play,Missed Shot
Premier League,2324,Everton v Fulham,Everton,Neal Maupay,2023,22279,2023-08-12,532086,Abdoulaye Doucouré,0.5802212953567505,0.9619999694824218,0.495,33,Left Foot,Open Play,Saved Shot
Premier League,2324,Everton v Fulham,Everton,Neal Maupay,2023,22279,2023-08-12,532088,Amadou Onana,0.3632145822048187,0.875,0.5270000076293946,41,Right Foot,Open Play,Saved Shot
Premier League,2324,Everton v Fulham,Everton,Neal Maupay,2023,22279,2023-08-12,532090,Abdoulaye Doucouré,0.1220758855342865,0.8430000305175781,0.4759999847412109,44,Right Foot,Open Play,Saved Shot
Premier League,2324,Everton v Fulham,Fulham,Aleksandar Mitrovic,2023,22279,2023-08-12,532102,Kenny Tete,0.06621070206165314,0.9269999694824219,0.644000015258789,86,Right Foot,Open Play,Saved Shot
Premier League,2324,Everton v Fulham,Fulham,Aleksandar Mitrovic,2023,22279,2023-08-12,532103,,0.12477675080299377,0.9,0.5220000076293946,87,Left Foot,Open Play,Blocked Shot
Premier League,2324,Everton v Fulham,Fulham,Bobby Reid,2023,22279,2023-08-12,532093,Harrison Reed,0.09615994244813919,0.885,0.624000015258789,56,Right Foot,Open Play,Missed Shot
Premier League,2324,Everton v Fulham,Fulham,Bobby Reid,2023,22279,2023-08-12,532098,,0.7301697134971619,0.975,0.5320000076293945,72,Left Foot,Open Play,Goal
Premier League,2324,Everton v Fulham,Fulham,Bobby Reid,2023,22279,2023-08-12,532099,Harry Wilson,0.3776252567768097,0.9580000305175781,0.5790000152587891,76,Right Foot,Open Play,Missed Shot
Premier League,2324,Everton v Fulham,Fulham,Harry Wilson,2023,22279,2023-08-12,532097,Sasa Lukic,0.050611864775419235,0.8540000152587891,0.6270000076293946,68,Left Foot,Open Play,Missed Shot
Premier League,2324,Everton v Fulham,Fulham,Raúl Jiménez,2023,22279,2023-08-12,532092,Harry Wilson,0.08995097130537033,0.8880000305175781,0.4540000152587891,56,Right Foot,Open Play,Shot On Post
Premier League,2324,Everton v Fulham,Fulham,Sasa Lukic,2023,22279,2023-08-12,532091,Tom Cairney,0.029726311564445496,0.8090000152587891,0.5420000076293945,52,Right Foot,From Corner,Missed Shot
Premier League,2324,Everton v Fulham,Fulham,Tom Cairney,2023,22279,2023-08-12,532081,Willian,0.01620519533753395,0.815,0.5259999847412109,2,Left Foot,From Corner,Missed Shot
