League,season_id,Team,Player,Season,position,Matches,Minutes,Goals,xG,Non-Penalty Goals,Non-Penalty xG,Assists,xA,Shots,Key Passes,Yellow Cards,Red Cards,xg_chain,xg_buildup
Premier League,2324,Manchester City,Matheus Nunes,2023,M S,19,817,0,0.9250318259000778,0,0.9250318259000778,2,1.5578467566519976,10,12,0,1,6.406420938670635,4.531493496149778
Premier League,2324,Manchester City,Nathan Aké,2023,D S,29,2046,2,2.1801057858392596,2,2.1801057858392596,2,1.736834991723299,20,10,0,0,13.195554159581661,12.08234017342329
Premier League,2324,Manchester City,Oscar Bobb,2023,M S,14,269,1,1.49422175437212,1,1.49422175437212,1,1.187767542898655,4,8,0,0,5.021226137876511,2.8755914717912674
Premier League,2324,Manchester City,Phil Foden,2023,F M S,35,2895,19,11.307983005419374,19,11.307983005419374,8,8.51623285189271,105,73,2,0,30.41696721315384,16.99899828247726
Premier League,2324,Manchester City,Rico Lewis,2023,D M S,16,802,2,0.8562885001301765,2,0.8562885001301765,0,1.7641991823911667,5,13,1,0,6.614272229373455,4.863891489803791
Premier League,2324,Manchester City,Rodri,2023,M,34,2967,8,4.294270480051637,8,4.294270480051637,9,5.32604681327939,62,50,8,1,31.623008400201797,26.291744768619537
Premier League,2324,Manchester City,Rúben Dias,2023,D S,30,2552,0,1.828122090548277,0,1.828122090548277,0,0.600502266548574,20,7,0,0,16.81101167947054,16.458546616137028
Premier League,2324,Manchester City,Sergio Gómez,2023,S,6,29,0,0.6195764094591141,0,0.6195764094591141,1,0.12880565226078033,2,1,0,0,0.9868094772100449,0.3672330677509308
Premier League,2324,Manchester City,Stefan Ortega Moreno,2023,GK S,9,626,0,0.0,0,0.0,0,0.0,0,0,0,0,1.7157262079417706,1.7157262079417706
Premier League,2324,Manchester United,Aaron Wan-Bissaka,2023,D S,22,1784,0,0.14621218293905258,0,0.14621218293905258,2,1.4311098009347916,3,12,4,0,7.737613718956709,6.425123929977417
Premier League,2324,Manchester United,Alejandro Garnacho,2023,M S,36,2601,7,9.865097627043724,7,9.865097627043724,4,5.915270071476698,100,46,4,0,18.36983707919717,5.9700166545808315
Premier League,2324,Manchester United,Amad Diallo Traore,2023,M S,9,375,1,0.5594709701836109,1,0.5594709701836109,1,1.0110422410070896,10,10,1,0,2.2942124884575605,1.4572133403271437
Premier League,2324,Manchester United,André Onana,2023,GK,38,3420,0,0.0,0,0.0,0,0.13173804059624672,0,3,5,0,4.992942536249757,4.861204484477639
Premier League,2324,Manchester United,Anthony Martial,2023,F S,13,430,1,1.0567390732467175,1,1.0567390732467175,0,0.2762942183762789,6,6,0,0,1.701497795060277,0.41217057779431343
Premier League,2324,Manchester United,Antony,2023,M S,29,1329,1,3.4931225115433335,1,3.4931225115433335,1,3.495804164558649,43,22,5,0,11.48103859461844,6.454792508855462
Premier League,2324,Manchester United,Bruno Fernandes,2023,F M,35,3121,10,10.746266636997461,6,6.940422397106886,8,13.15852378681302,95,113,9,0,22.69340828806162,12.64676270633936
Premier League,2324,Manchester United,Casemiro,2023,D M S,25,2006,1,3.123898906633258,1,3.123898906633258,2,1.3856250941753387,38,16,7,0,8.275429267436266,6.855192001909018
Premier League,2324,Manchester United,Christian Eriksen,2023,M S,22,1130,1,0.6886363411322236,1,0.6886363411322236,2,2.3459482928738,13,27,1,0,5.237064341083169,3.57036822848022
Premier League,2324,Manchester United,Daniel Gore,2023,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
Premier League,2324,Manchester United,Diogo Dalot,2023,D S,36,3171,2,1.3286937261000276,2,1.3286937261000276,3,3.0855262465775013,30,38,4,1,10.952797057107091,8.364923918619752
Premier League,2324,Manchester United,Donny van de Beek,2023,S,1,1,0,0.03228488191962242,0,0.03228488191962242,0,0.06568886339664459,1,1,0,0,0.09797374159097672,0.0
Premier League,2324,Manchester United,Ethan Wheatley,2023,S,3,9,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
Premier League,2324,Manchester United,Facundo Pellistri,2023,M S,9,144,0,0.37423551455140114,0,0.37423551455140114,1,0.07077087461948395,4,1,0,0,1.411473162472248,0.9664667788892984
Premier League,2324,Manchester United,Hannibal Mejbri,2023,M S,5,124,1,0.01660188101232052,1,0.01660188101232052,0,0.2175336331129074,1,2,1,0,0.6164471115916967,0.3823116421699524
Premier League,2324,Manchester United,Harry Maguire,2023,D S,22,1645,2,2.137907139956951,2,2.137907139956951,2,1.306744921952486,20,6,3,0,5.5030854400247335,4.45605625025928
Premier League,2324,Manchester United,Jadon Sancho,2023,S,3,68,0,0.0,0,0.0,0,0.12816749513149261,0,1,0,0,0.2712413966655731,0.1430738866329193
Premier League,2324,Manchester United,Jonny Evans,2023,D S,23,1399,0,0.08175858855247498,0,0.08175858855247498,1,0.7122423723340034,1,6,2,0,3.112667176872492,3.084139473736286
Premier League,2324,Manchester United,Kobbie Mainoo,2023,M,24,1980,3,0.7737709768116474,3,0.7737709768116474,1,0.8450042605400085,11,15,3,0,5.0805817022919655,3.867461297661066
Premier League,2324,Manchester United,Lisandro Martínez,2023,D S,11,656,0,0.0,0,0.0,1,0.047665963880717754,0,3,3,0,2.1589127592742443,2.1222109608352184
Premier League,2324,Manchester United,Luke Shaw,2023,D,12,976,0,0.07127450406551361,0,0.07127450406551361,0,0.954092476516962,2,13,6,0,2.18767312169075,1.9797745142132044
Premier League,2324,Manchester United,Marcus Rashford,2023,F M S,33,2292,7,7.661536030471325,5,6.13919834792614,2,2.390108224004507,62,24,2,0,12.686340739950538,4.950286580249667
Premier League,2324,Manchester United,Mason Mount,2023,M S,14,501,1,0.6238168478012085,1,0.6238168478012085,0,0.37420978117734194,5,6,2,0,3.08113169670105,2.231110103428364
Premier League,2324,Manchester United,Omari Forson,2023,M S,4,62,0,0.04880104586482048,0,0.04880104586482048,1,0.12782835587859154,1,2,0,0,0.06839122623205185,0.03421920910477638
Premier League,2324,Manchester United,Raphael Varane,2023,D S,22,1374,1,1.1560358591377735,1,1.1560358591377735,0,0.08104487508535385,8,1,2,0,4.322573345154524,3.4524471573531628
Premier League,2324,Manchester United,Rasmus Højlund,2023,F S,30,2210,10,9.338883213698864,10,9.338883213698864,2,1.779460173100233,38,28,2,0,11.463255237787962,2.9498381465673447
Premier League,2324,Manchester United,Scott McTominay,2023,F M S,32,1861,7,6.777370238676667,7,6.777370238676667,1,1.0619673654437065,44,11,2,0,9.31455492042005,3.7229946237057447
Premier League,2324,Manchester United,Sofyan Amrabat,2023,D M S,21,922,0,0.07372471690177917,0,0.07372471690177917,0,0.2675175704061985,3,6,6,0,2.209341010078788,2.0533030200749636
Premier League,2324,Manchester United,Victor Lindelöf,2023,D S,19,1340,1,0.43084179423749447,1,0.43084179423749447,1,0.2853157091885805,6,8,2,0,3.862116176635027,3.649274256080389
Premier League,2324,Manchester United,Willy Kambwala,2023,D S,8,318,0,0.0,0,0.0,0,0.0,0,0,1,0,0.38690609484910965,0.38690609484910965
Premier League,2324,Newcastle United,Alex Murphy,2023,S,2,5,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
Premier League,2324,Newcastle United,Alexander Isak,2023,F S,30,2305,21,22.07426631450653,16,17.507253035902977,2,3.6520401313900948,78,27,1,0,24.041151970624924,5.754798140376806
Premier League,2324,Newcastle United,Amadou Diallo,2023,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
Premier League,2324,Newcastle United,Anthony Gordon,2023,F M S,35,2956,11,11.293779235333204,10,10.53261036798358,10,8.833045985549688,81,56,10,1,26.570194900035858,11.442161984741688
Premier League,2324,Newcastle United,Ben Parkinson,2023,S,1,18,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
Premier League,2324,Newcastle United,Bruno Guimarães,2023,M,37,3292,7,4.978310074657202,7,4.978310074657202,8,7.888791332021356,48,62,8,0,23.880530774593353,18.56961396895349
Premier League,2324,Newcastle United,Callum Wilson,2023,F S,20,963,9,10.12450959533453,7,8.602172024548054,1,0.9339367430657148,35,8,3,0,10.547705547884107,1.8611295819282532
Premier League,2324,Newcastle United,Dan Burn,2023,D S,33,2763,2,4.111052492633462,2,4.111052492633462,2,1.8968225196003914,23,9,4,0,15.2240951359272,13.172115057706833
Premier League,2324,Newcastle United,Elliot Anderson,2023,D F M S,21,997,0,1.3419555649161339,0,1.3419555649161339,2,1.5226023513823748,19,15,3,0,6.666737984865904,4.969087693840265
Premier League,2324,Newcastle United,Emil Krafth,2023,D S,17,912,0,0.22536493092775345,0,0.22536493092775345,0,0.9704459868371487,4,9,2,0,4.405003933236003,3.7778926361352205
Premier League,2324,Newcastle United,Fabian Schär,2023,D S,36,3057,4,2.679914410226047,4,2.679914410226047,1,1.2247396316379309,35,9,5,0,13.900441944599152,13.216225143522024
Premier League,2324,Newcastle United,Harvey Barnes,2023,F M S,21,738,5,3.467865003272891,5,3.467865003272891,3,4.21071451343596,27,13,3,0,9.07958210259676,2.550239199772477
Premier League,2324,Newcastle United,Jacob Murphy,2023,D F M S,21,1216,3,2.8978680092841387,3,2.8978680092841387,7,5.225788880139589,30,31,1,0,11.551701165735722,4.93473332002759
Premier League,2324,Newcastle United,Jamaal Lascelles,2023,D S,16,1072,1,1.0759279876947403,1,1.0759279876947403,0,0.036406565457582474,6,2,4,0,3.6166847310960293,3.5107219703495502
Premier League,2324,Newcastle United,Joe White,2023,S,4,8,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0
Premier League,2324,Newcastle United,Joe Willock,2023,M S,9,419,1,1.0462103113532066,1,1.0462103113532066,0,0.44771592877805233,7,7,0,0,2.0969158485531807,0.6613700017333031
Premier League,2324,Newcastle United,Joelinton,2023,F M S,20,1289,2,2.5591788068413734,2,2.5591788068413734,1,2.958754763007164,19,23,6,0,10.31060659699142,6.361314440146089
Premier League,2324,Newcastle United,Kieran Trippier,2023,D S,28,2255,1,0.6469280309975147,1,0.6469280309975147,10,8.592840051278472,8,66,5,0,13.876140996813774,10.365714758634567
Premier League,2324,Newcastle United,Lewis Hall,2023,D S,18,748,1,0.41603143885731697,1,0.41603143885731697,0,0.30109941959381104,11,3,2,0,6.00943548977375,5.44678489677608
Premier League,2324,Newcastle United,Lewis Miley,2023,M S,17,1223,1,1.1169020980596542,1,1.1169020980596542,3,1.546121459454298,13,12,1,0,6.223425015807152,4.03523076325655
Premier League,2324,Newcastle United,Loris Karius,2023,GK,1,90,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
Premier League,2324,Newcastle United,Martin Dubravka,2023,GK S,23,1983,0,0.0,0,0.0,0,0.12002640217542648,0,1,1,0,3.5433348193764687,3.4233084097504616
Premier League,2324,Newcastle United,Matt Ritchie,2023,S,13,97,1,1.525990355759859,1,1.525990355759859,0,0.0,6,0,1,0,2.365898761898279,0.8581954278051853
Premier League,2324,Newcastle United,Matt Targett,2023,D S,3,78,0,0.0,0,0.0,0,0.06273338198661804,0,1,1,0,0.08886169828474522,0.026128316298127174
Premier League,2324,Newcastle United,Michael Ndiweni,2023,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
Premier League,2324,Newcastle United,Miguel Almirón,2023,F S,33,1967,3,5.132560992613435,3,5.132560992613435,1,3.0761873684823513,41,25,2,0,12.225016118958592,5.606135703623295
Premier League,2324,Newcastle United,Nick Pope,2023,GK,15,1347,0,0.016498630866408348,0,0.016498630866408348,0,0.0,1,0,1,0,4.397169943898916,4.397169943898916
Premier League,2324,Newcastle United,Paul Dummett,2023,S,5,11,0,0.0,0,0.0,0,0.0,0,0,0,0,0.03596547618508339,0.03596547618508339
Premier League,2324,Newcastle United,Sandro Tonali,2023,M S,8,436,1,0.8581285923719406,1,0.8581285923719406,0,0.5521692577749491,3,7,2,0,3.416136920452118,2.1788286715745926
Premier League,2324,Newcastle United,Sean Longstaff,2023,M S,35,2748,6,7.077314300462604,6,7.077314300462604,2,3.0185976549983025,41,20,7,0,17.2361901816912,9.9536661230959
Premier League,2324,Newcastle United,Sven Botman,2023,D S,17,1383,2,0.9827942438423634,2,0.9827942438423634,2,1.1396078020334244,10,5,2,0,5.531088795512915,5.531088795512915
Premier League,2324,Newcastle United,Valentino Livramento,2023,D S,26,1275,1,0.961045878008008,1,0.961045878008008,0,1.0808788742870092,4,12,1,0,6.6416795793920755,5.265429927036166
Premier League,2324,Nottingham Forest,Andrew Omobamidele,2023,D S,11,771,0,0.08128143101930618,0,0.08128143101930618,0,0.07729564048349857,1,2,2,0,1.927911488339305,1.8260405641049147
Premier League,2324,Nottingham Forest,Andrey Santos,2023,S,1,3,0,0.07211316376924515,0,0.07211316376924515,0,0.0,2,0,0,0,0.027800722047686577,0.027800722047686577
Premier League,2324,Nottingham Forest,Anthony Elanga,2023,F M S,36,2430,5,6.7731207851320505,5,6.7731207851320505,9,7.090984374284744,54,33,1,0,17.626320507377386,5.61586544662714
Premier League,2324,Nottingham Forest,Brandon Aguilera,2023,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
Premier League,2324,Nottingham Forest,Brennan Johnson,2023,F M S,35,2350,5,12.170278270728886,5,12.170278270728886,10,7.638319082558155,53,46,3,0,21.61685962975025,3.084777120500803
Premier League,2324,Nottingham Forest,Callum Hudson-Odoi,2023,F M S,29,1844,8,3.01959465444088,8,3.01959465444088,1,3.0873287972062826,38,36,0,0,12.357455093413591,6.948451370000839
Premier League,2324,Nottingham Forest,Cheikhou Kouyaté,2023,M S,12,199,0,0.4007705431431532,0,0.4007705431431532,0,0.05584664270281792,5,1,2,0,0.8718480132520199,0.4558485820889473
Premier League,2324,Nottingham Forest,Chris Wood,2023,F S,31,1797,14,13.364272002130747,14,13.364272002130747,1,1.987032251432538,48,22,0,0,15.345352198928595,0.9163662036880851
Premier League,2324,Nottingham Forest,Danilo,2023,F M S,29,1799,2,1.6652069194242358,2,1.6652069194242358,2,1.5294003784656525,23,20,4,0,10.227419295348227,7.997594775632024
Premier League,2324,Nottingham Forest,Divock Origi,2023,F M S,20,557,0,1.545853216201067,0,1.545853216201067,1,1.5920869708061218,14,7,1,0,4.103459514677525,1.0764283947646618
Premier League,2324,Nottingham Forest,Felipe,2023,D S,7,369,0,0.17141835950315,0,0.17141835950315,0,0.03801676072180271,3,2,3,0,1.4830044843256474,1.4425167199224234
Premier League,2324,Nottingham Forest,Giovanni Reyna,2023,M S,9,206,0,0.20879216119647026,0,0.20879216119647026,1,0.39245820976793766,5,6,0,0,1.2173451017588377,0.8090423513203859
Premier League,2324,Nottingham Forest,Gonzalo Montiel,2023,D S,14,809,0,0.11951960995793343,0,0.11951960995793343,2,1.7303651086986065,3,9,5,0,4.5273467022925615,3.0314525980502367
Premier League,2324,Nottingham Forest,Harry Toffolo,2023,D S,23,1439,1,1.4097881969064474,1,1.4097881969064474,3,1.481477415189147,8,18,3,0,4.174264665693045,2.7104875817894936
Premier League,2324,Nottingham Forest,Ibrahim Sangare,2023,M S,17,1053,0,0.8340437468141317,0,0.8340437468141317,0,0.35079983808100224,8,7,6,0,4.501044608652592,3.5168560035526752
Premier League,2324,Nottingham Forest,Joe Worrall,2023,D S,7,440,0,0.08149255812168121,0,0.08149255812168121,0,0.12857882678508759,2,2,0,1,0.3787533640861511,0.3787533640861511
Premier League,2324,Nottingham Forest,Matt Turner,2023,GK,17,1530,0,0.0,0,0.0,0,0.0,0,0,1,0,1.9971356615424156,1.9971356615424156
Premier League,2324,Nottingham Forest,Matz Sels,2023,GK,16,1440,0,0.0,0,0.0,0,0.06965266913175583,0,1,1,0,0.8204675614833832,0.7508148960769176
Premier League,2324,Nottingham Forest,Morgan Gibbs-White,2023,F M S,37,3177,5,6.069625414907932,4,5.308456636965275,10,9.522167706862092,71,74,9,0,18.272872403264046,9.268674820661545
Premier League,2324,Nottingham Forest,Moussa Niakhate,2023,D S,21,1446,1,1.166658602654934,1,1.166658602654934,0,0.09786215238273144,5,3,3,1,5.4206202663481236,5.337864320725203
Premier League,2324,Nottingham Forest,Murillo,2023,D,32,2813,0,1.6653295904397964,0,1.6653295904397964,2,1.2170642092823982,17,8,5,0,8.485122511163354,7.43321305885911
Premier League,2324,Nottingham Forest,Neco Williams,2023,D M S,26,1622,0,0.9342501480132341,0,0.9342501480132341,1,1.1115016266703606,15,11,4,0,4.656272342428565,3.0113450456410646
Premier League,2324,Nottingham Forest,Nicolás Domínguez,2023,M S,26,1543,2,1.7021510526537895,2,1.7021510526537895,2,0.9089695196598768,22,10,4,0,6.102301966398954,3.8425266593694687
Premier League,2324,Nottingham Forest,Nuno Tavares,2023,D S,8,447,0,0.17316641379147768,0,0.17316641379147768,0,0.24934393167495728,7,2,2,0,0.6703841388225555,0.3541552796959877
Premier League,2324,Nottingham Forest,Odisseas Vlachodimos,2023,GK,5,450,0,0.0,0,0.0,0,0.03266533091664314,0,1,0,0,1.0999388750642538,1.0672735627740622
Premier League,2324,Nottingham Forest,Ola Aina,2023,D S,22,1730,1,0.29650082159787416,1,0.29650082159787416,1,0.7307851929217577,11,11,3,0,6.002222128212452,5.237075835466385
Premier League,2324,Nottingham Forest,Orel Mangala,2023,M S,20,1599,1,0.8923602215945721,1,0.8923602215945721,0,0.28679931722581387,10,6,6,0,3.6685553789138794,2.841583462432027
Premier League,2324,Nottingham Forest,Rodrigo Ribeiro,2023,S,4,11,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
Premier League,2324,Nottingham Forest,Ryan Yates,2023,M S,35,1967,1,2.6223334167152643,1,2.6223334167152643,1,1.0064595751464367,32,7,6,0,7.967897219583392,5.582980010658503
Premier League,2324,Nottingham Forest,Scott McKenna,2023,D,5,420,0,0.17008375376462936,0,0.17008375376462936,0,0.19044238328933716,2,3,0,0,0.285503588616848,0.18080484867095947
Premier League,2324,Nottingham Forest,Serge Aurier,2023,D S,12,843,0,0.20426762104034424,0,0.20426762104034424,2,0.6003383956849575,6,3,2,0,2.7418938018381596,2.1127189621329308
Premier League,2324,Nottingham Forest,Taiwo Awoniyi,2023,F S,20,1066,6,5.060870740562677,6,5.060870740562677,3,1.6294344998896122,22,10,2,0,6.060688458383083,1.5500111253932118
Premier League,2324,Nottingham Forest,Willy Boly,2023,D S,20,1461,2,1.4704081807285547,2,1.4704081807285547,1,1.3754375465214252,14,8,1,1,4.124650048092008,3.0947159733623266
Premier League,2324,Sheffield United,Andre Brooks,2023,D M S,20,948,0,0.49446123093366623,0,0.49446123093366623,0,0.09243074618279934,9,3,1,0,1.294992309063673,0.9438477288931608
Premier League,2324,Sheffield United,Anel Ahmedhodzic,2023,D S,31,2646,2,3.4643044117838144,2,3.4643044117838144,0,0.9506413880735636,19,7,9,1,5.8164455853402615,2.930068898946047
Premier League,2324,Sheffield United,Anis Ben Slimane,2023,M S,15,394,0,0.8026072084903717,0,0.8026072084903717,0,0.48480090498924255,8,3,2,0,1.5446888133883476,0.4106670431792736
Premier League,2324,Sheffield United,Antwoine Hackford,2023,S,2,8,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
Premier League,2324,Sheffield United,Auston Trusty,2023,D S,32,2576,0,0.6636047475039959,0,0.6636047475039959,0,1.102281242609024,8,8,4,0,2.3531993981450796,1.6658160258084536
Premier League,2324,Sheffield United,Ben Brereton Díaz,2023,F M,14,1134,6,6.060540288686752,5,5.29937145113945,1,1.6426486261188984,35,8,3,0,7.229928359389305,1.5459889732301235
Premier League,2324,Sheffield United,Ben Osborn,2023,D M S,24,1343,0,0.17907935101538897,0,0.17907935101538897,2,1.0758813545107841,4,13,3,0,3.0705280490219593,2.045230019837618
Premier League,2324,Sheffield United,Bénie Traoré,2023,F M S,8,360,0,0.3212226927280426,0,0.3212226927280426,0,0.3953269124031067,1,4,0,0,1.2498194947838783,0.6901140883564949
Premier League,2324,Sheffield United,Chris Basham,2023,D M S,8,298,0,0.4091367721557617,0,0.4091367721557617,0,0.142877459526062,2,2,1,0,0.30363729596138,0.30363729596138
Premier League,2324,Sheffield United,Daniel Jebbison,2023,S,1,15,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
Premier League,2324,Sheffield United,George Baldock,2023,D S,13,965,0,0.024696996435523033,0,0.024696996435523033,1,0.8560367710888386,1,7,4,0,1.778840757906437,1.5442426055669785
Premier League,2324,Sheffield United,Gustavo Hamer,2023,F M S,36,2986,4,2.4141162959858775,4,2.4141162959858775,6,6.986010514199734,49,68,9,0,9.918377881404012,4.241241263225675
Premier League,2324,Sheffield United,Ivo Grbic,2023,GK,9,776,0,0.0,0,0.0,0,0.0,0,0,1,0,0.5941517408937216,0.5941517408937216
Premier League,2324,Sheffield United,Jack Robinson,2023,D S,34,2885,1,1.5116838621906936,1,1.5116838621906936,1,1.087454216554761,14,12,10,0,3.866813466884196,2.7258199555799365
Premier League,2324,Sheffield United,Jayden Bogle,2023,D M S,34,2817,3,2.6024017240852118,3,2.6024017240852118,0,0.7326478343456984,32,10,8,0,5.202804431319237,2.6289064050652087
Premier League,2324,Sheffield United,John Egan,2023,D,6,491,0,0.2383595146238804,0,0.2383595146238804,0,0.0,3,0,2,0,0.3853593021631241,0.2653413340449333
Premier League,2324,Sheffield United,John Fleck,2023,M S,4,82,0,0.0,0,0.0,0,0.10508622229099274,0,1,1,0,0.14322500303387642,0.038138783536851406
Premier League,2324,Sheffield United,Luke Thomas,2023,D M S,12,940,0,0.6857008039951324,0,0.6857008039951324,0,0.06999615393579006,6,2,3,0,1.4491792991757393,0.7634785007685423
Premier League,2324,Sheffield United,Mason Holgate,2023,D S,10,718,0,0.9260915219783783,0,0.9260915219783783,0,0.4414309561252594,3,1,3,1,1.08466067770496,0.6432297215797007
Premier League,2324,Sheffield United,Max Lowe,2023,D S,10,499,0,0.9397587776184082,0,0.9397587776184082,0,0.012994728051126003,2,1,1,0,1.840770854614675,0.8880173694342375
Premier League,2324,Sheffield United,Oliver Arblaster,2023,M S,12,954,0,0.021724281832575798,0,0.021724281832575798,0,1.0297467429190874,1,12,2,0,2.8812288218177855,2.644879447761923
Premier League,2324,Sheffield United,Oliver McBurnie,2023,F S,21,1290,6,7.429724760353565,4,5.907387010753155,3,2.1915900241583586,33,12,3,2,6.99262013938278,2.891832641325891
Premier League,2324,Sheffield United,Oliver Norwood,2023,M S,27,1413,1,0.9864262714982033,0,0.22529425099492073,0,0.6933921938762069,15,16,8,0,2.788633189164102,2.4070543106645346
Premier League,2324,Sheffield United,Rhian Brewster,2023,F S,13,302,0,0.34494016505777836,0,0.34494016505777836,0,0.10135408118367195,7,2,0,1,0.784455269575119,0.3381610158830881
Premier League,2324,Sheffield United,Rhys Norrington-Davies,2023,D S,5,107,0,0.0,0,0.0,0,0.026197632774710655,0,1,1,0,0.08285419456660748,0.05665656179189682
Premier League,2324,Sheffield United,Ryan Oné,2023,S,1,4,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
Premier League,2324,Sheffield United,Sam Curtis,2023,S,1,24,0,0.0,0,0.0,0,0.0,0,0,0,0,0.07648201286792755,0.07648201286792755
Premier League,2324,Sheffield United,Sydie Peck,2023,S,1,6,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
Premier League,2324,Sheffield United,Tom Davies,2023,M S,9,194,0,0.25131772086024284,0,0.25131772086024284,0,0.034635528922080994,4,1,2,0,0.6308722272515297,0.43550220504403114
Premier League,2324,Sheffield United,Vinicius Souza,2023,D M S,36,2676,1,0.5002630027011037,1,0.5002630027011037,0,0.7816855013370514,14,5,3,0,4.085046709049493,2.9888922558166087
Premier League,2324,Sheffield United,Wes Foderingham,2023,GK S,30,2644,0,0.0,0,0.0,0,0.06504426151514053,0,1,2,0,0.9430307522416115,0.877986490726471
Premier League,2324,Sheffield United,William Osula,2023,F S,21,769,0,2.0722835399210453,0,2.0722835399210453,0,0.09878482669591904,21,1,4,0,2.056103426963091,0.1622651368379593
Premier League,2324,Sheffield United,Yasser Larouci,2023,D S,11,531,0,0.25878923665732145,0,0.25878923665732145,0,0.3102901801466942,6,2,1,0,1.0104657374322414,0.45326434820890427
Premier League,2324,Tottenham,Alejo Véliz,2023,S,8,27,1,0.20565900206565857,1,0.20565900206565857,0,0.0,2,0,1,0,0.20565900206565857,0.0
Premier League,2324,Tottenham,Ben Davies,2023,D S,17,1067,1,2.077168807387352,1,2.077168807387352,0,0.31063371151685715,12,4,2,0,7.61443617939949,6.318940620869398
Premier League,2324,Tottenham,Bryan Gil Salvatierra,2023,M S,11,182,0,0.7904373183846474,0,0.7904373183846474,0,0.19244391098618507,4,4,0,0,2.1181607861071825,1.3597642369568348
Premier League,2324,Tottenham,Cristian Romero,2023,D,33,2796,5,3.9851038865745068,5,3.9851038865745068,0,0.3418706227093935,24,7,7,1,17.811701461672783,16.453976824879646
Premier League,2324,Tottenham,Dane Scarlett,2023,S,4,16,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
Premier League,2324,Tottenham,Davinson Sánchez,2023,S,1,77,0,0.11006297916173935,0,0.11006297916173935,0,0.0,1,0,1,0,0.1389056295156479,0.1389056295156479
Premier League,2324,Tottenham,Dejan Kulusevski,2023,F M S,36,2787,8,5.835474932566285,8,5.835474932566285,3,8.615606566891074,57,65,7,0,23.71713701635599,12.507268408313394
Premier League,2324,Tottenham,Emerson,2023,D S,22,1145,1,0.17714704759418964,1,0.17714704759418964,0,0.4156769150868058,6,3,4,0,4.4803829826414585,4.325593873858452
Premier League,2324,Tottenham,Eric Dier,2023,D S,4,187,0,0.0,0,0.0,0,0.0,0,0,0,0,0.2850276902318001,0.2850276902318001
Premier League,2324,Tottenham,Giovani Lo Celso,2023,M S,22,466,2,0.4979793429374695,2,0.4979793429374695,2,1.6030264683067799,13,17,2,0,3.47848142310977,2.747926991432905
Premier League,2324,Tottenham,Guglielmo Vicario,2023,GK,38,3420,0,0.0,0,0.0,0,0.0,0,0,2,0,6.606127485632896,6.606127485632896
Premier League,2324,Tottenham,Ivan Perisic,2023,S,5,71,0,0.13002459704875946,0,0.13002459704875946,1,1.1601292341947556,2,5,2,0,1.8040422052145004,0.9906977340579033
Premier League,2324,Tottenham,Iyenoma Destiny Udogie,2023,D,28,2437,2,2.81389419734478,2,2.81389419734478,3,2.5504489485174417,9,24,5,1,14.848989471793175,10.906614396721125
Premier League,2324,Tottenham,James Maddison,2023,M S,28,2206,4,6.2975962068885565,4,6.2975962068885565,9,7.142374597489834,57,66,5,0,20.873470183461905,12.04095826484263
Premier League,2324,Tottenham,Jamie Donley,2023,S,3,3,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0
Premier League,2324,Tottenham,Manor Solomon,2023,M S,5,194,0,0.3894983045756817,0,0.3894983045756817,2,0.9335471913218498,7,12,1,0,2.0264496579766273,1.147088959813118
Premier League,2324,Tottenham,Micky van de Ven,2023,D,27,2345,3,0.9709036685526371,3,0.9709036685526371,0,0.03540848568081856,8,1,5,0,10.605861792340875,10.423011044040322
Premier League,2324,Tottenham,Mikey Moore,2023,S,2,2,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
Premier League,2324,Tottenham,Oliver Skipp,2023,D M S,21,660,0,0.6823929585516453,0,0.6823929585516453,0,0.541032612323761,4,7,3,0,5.0269977785646915,4.433636624366045
Premier League,2324,Tottenham,Pape Sarr,2023,M S,34,2141,3,3.842421315610409,3,3.842421315610409,3,2.0322468373924494,36,20,9,0,16.10821724496782,11.238362627103925
Premier League,2324,Tottenham,Pedro Porro,2023,D,35,3101,3,2.83508870145306,3,2.83508870145306,7,7.285218555480242,53,52,3,0,20.235827142372727,15.794150441884995
Premier League,2324,Tottenham,Pierre-Emile Højbjerg,2023,M S,36,1212,0,0.544023672118783,0,0.544023672118783,0,1.134924995712936,19,8,4,0,11.555909689515829,10.493784312158823
