match_id,match_date,kick_off,home_score,away_score,match_status,match_status_360,last_updated,last_updated_360,match_week,competition.competition_id,competition.country_name,competition.competition_name,season.season_id,season.season_name,home_team.home_team_id,home_team.home_team_name,home_team.home_team_gender,home_team.home_team_group,home_team.country.id,home_team.country.name,home_team.managers,away_team.away_team_id,away_team.away_team_name,away_team.away_team_gender,away_team.away_team_group,away_team.country.id,away_team.country.name,away_team.managers,metadata.data_version,metadata.shot_fidelity_version,metadata.xy_fidelity_version,competition_stage.id,competition_stage.name,stadium.id,stadium.name,stadium.country.id,stadium.country.name,referee.id,referee.name,referee.country.id,referee.country.name
3754049,2016-02-27,16:00:00.000,1,0,available,processing,2021-06-29T20:50:58.495,2021-06-12T16:17:31.694,27,2,England,Premier League,27,2015/2016,22,Leicester City,male,,68,England,"[{'id': 60, 'name': 'Claudio Ranieri', 'nickname': None, 'dob': '1951-10-20', 'country': {'id': 112, 'name': 'Italy'}}]",56,Norwich City,male,,68,England,"[{'id': 41, 'name': 'Alex Neil', 'nickname': None, 'dob': '1981-06-09', 'country': {'id': 201, 'name': 'Scotland'}}]",1.1.0,2,2,1,Regular Season,20,King Power Stadium ,68,England,7,Neil Swarbrick,68,England
3754050,2016-03-01,20:45:00.000,2,2,available,processing,2022-12-01T14:08:37.435992,2021-06-12T16:17:31.694,28,2,England,Premier League,27,2015/2016,41,Sunderland,male,,68,England,"[{'id': 561, 'name': 'Sam Allardyce', 'nickname': None, 'dob': '1954-10-19', 'country': {'id': 68, 'name': 'England'}}]",31,Crystal Palace,male,,68,England,"[{'id': 382, 'name': 'Alan Pardew', 'nickname': None, 'dob': '1961-07-18', 'country': {'id': 68, 'name': 'England'}}]",1.1.0,2,2,1,Regular Season,210,Stadium of Light,68,England,8,Anthony Taylor,68,England
3754052,2016-03-19,16:00:00.000,0,1,available,processing,2021-07-06T17:48:58.932,2021-06-12T16:17:31.694,31,2,England,Premier League,27,2015/2016,27,West Bromwich Albion,male,,68,England,"[{'id': 300, 'name': 'Tony Pulis', 'nickname': None, 'dob': '1958-01-16', 'country': {'id': 249, 'name': 'Wales'}}]",56,Norwich City,male,,68,England,"[{'id': 41, 'name': 'Alex Neil', 'nickname': None, 'dob': '1981-06-09', 'country': {'id': 201, 'name': 'Scotland'}}]",1.1.0,2,2,1,Regular Season,33,The Hawthorns,68,England,8,Anthony Taylor,68,England
3754053,2016-03-13,17:00:00.000,0,2,available,processing,2021-11-04T18:24:25.370899,2021-06-12T16:17:31.694,30,2,England,Premier League,27,2015/2016,59,Aston Villa,male,,68,England,"[{'id': 92, 'name': 'Rémi Garde', 'nickname': None, 'dob': '1966-04-03', 'country': {'id': 78, 'name': 'France'}}]",38,Tottenham Hotspur,male,,68,England,"[{'id': 81, 'name': 'Mauricio Roberto Pochettino Trossero', 'nickname': 'Mauricio Pochettino', 'dob': '1972-03-02', 'country': {'id': 11, 'name': 'Argentina'}}]",1.1.0,2,2,1,Regular Season,211,Villa Park,68,England,8,Anthony Taylor,68,England
3754055,2016-05-11,21:00:00.000,1,1,available,processing,2022-12-01T14:45:30.949006,2021-06-12T16:17:31.694,30,2,England,Premier League,27,2015/2016,24,Liverpool,male,,68,England,"[{'id': 94, 'name': 'Jürgen Klopp', 'nickname': None, 'dob': '1967-06-16', 'country': {'id': 85, 'name': 'Germany'}}]",33,Chelsea,male,,68,England,"[{'id': 3608, 'name': 'Guus Hiddink', 'nickname': None, 'dob': '1946-11-08', 'country': {'id': 160, 'name': 'Netherlands'}}]",1.1.0,2,2,1,Regular Season,6,Anfield ,68,England,1,Michael Oliver,68,England
3754226,2015-12-30,20:45:00.000,0,1,available,processing,2021-06-28T15:11:27.654,2021-06-12T16:17:31.694,19,2,England,Premier League,27,2015/2016,41,Sunderland,male,,68,England,"[{'id': 561, 'name': 'Sam Allardyce', 'nickname': None, 'dob': '1954-10-19', 'country': {'id': 68, 'name': 'England'}}]",24,Liverpool,male,,68,England,"[{'id': 94, 'name': 'Jürgen Klopp', 'nickname': None, 'dob': '1967-06-16', 'country': {'id': 85, 'name': 'Germany'}}]",1.1.0,2,2,1,Regular Season,210,Stadium of Light,68,England,12,Kevin Friend,68,England
3754014,2015-12-26,13:45:00.000,2,0,available,scheduled,2022-12-01T13:42:55.987168,2021-06-13T16:17:31.694,18,2,England,Premier League,27,2015/2016,30,Stoke City,male,,68,England,"[{'id': 55, 'name': 'Mark Hughes', 'nickname': None, 'dob': '1963-11-01', 'country': {'id': 249, 'name': 'Wales'}}]",39,Manchester United,male,,68,England,"[{'id': 788, 'name': 'Louis van Gaal', 'nickname': None, 'dob': '1951-08-08', 'country': {'id': 160, 'name': 'Netherlands'}}]",1.1.0,2,2,1,Regular Season,29,bet365 Stadium,68,England,12,Kevin Friend,68,England
3754091,2015-10-24,16:00:00.000,0,2,available,scheduled,2020-10-20T19:53:41.959575,2021-06-13T16:17:31.694,10,2,England,Premier League,27,2015/2016,30,Stoke City,male,,68,England,"[{'id': 55, 'name': 'Mark Hughes', 'nickname': None, 'dob': '1963-11-01', 'country': {'id': 249, 'name': 'Wales'}}]",23,Watford,male,,68,England,"[{'id': 236, 'name': 'Enrique Sánchez Flores', 'nickname': 'Quique Sánchez Flores', 'dob': '1965-02-05', 'country': {'id': 214, 'name': 'Spain'}}]",1.1.0,2,2,1,Regular Season,29,bet365 Stadium,68,England,4,Martin Atkinson,68,England
3754135,2015-12-05,13:45:00.000,2,0,available,scheduled,2020-10-13T17:34:34.754810,2021-06-13T16:17:31.694,15,2,England,Premier League,27,2015/2016,30,Stoke City,male,,68,England,"[{'id': 55, 'name': 'Mark Hughes', 'nickname': None, 'dob': '1963-11-01', 'country': {'id': 249, 'name': 'Wales'}}]",36,Manchester City,male,,68,England,"[{'id': 733, 'name': 'Manuel Luis Pellegrini Ripamonti', 'nickname': 'Manuel Pellegrini', 'dob': '1953-09-16', 'country': {'id': 45, 'name': 'Chile'}}]",1.1.0,2,2,1,Regular Season,29,bet365 Stadium,68,England,4,Martin Atkinson,68,England
3754293,2015-11-07,18:30:00.000,1,0,available,scheduled,2022-12-01T13:20:45.172631,2021-06-13T16:17:31.694,12,2,England,Premier League,27,2015/2016,30,Stoke City,male,,68,England,"[{'id': 55, 'name': 'Mark Hughes', 'nickname': None, 'dob': '1963-11-01', 'country': {'id': 249, 'name': 'Wales'}}]",33,Chelsea,male,,68,England,"[{'id': 383, 'name': 'José Mario Felix dos Santos Mourinho', 'nickname': 'José Mourinho', 'dob': '1963-01-26', 'country': {'id': 183, 'name': 'Portugal'}}]",1.1.0,2,2,1,Regular Season,29,bet365 Stadium,68,England,8,Anthony Taylor,68,England
3754339,2015-09-26,16:00:00.000,2,1,available,scheduled,2020-08-17T09:23:22.420989,2021-06-13T16:17:31.694,7,2,England,Premier League,27,2015/2016,30,Stoke City,male,,68,England,"[{'id': 55, 'name': 'Mark Hughes', 'nickname': None, 'dob': '1963-11-01', 'country': {'id': 249, 'name': 'Wales'}}]",28,AFC Bournemouth,male,,68,England,"[{'id': 38, 'name': 'Eddie Howe', 'nickname': None, 'dob': '1977-11-29', 'country': {'id': 68, 'name': 'England'}}]",1.1.0,2,2,1,Regular Season,29,bet365 Stadium,68,England,10,Lee Mason,68,England
3754146,2015-09-19,16:00:00.000,2,2,available,scheduled,2022-07-08T23:10:50.019819,2021-06-13T16:17:31.694,6,2,England,Premier League,27,2015/2016,30,Stoke City,male,,68,England,"[{'id': 55, 'name': 'Mark Hughes', 'nickname': None, 'dob': '1963-11-01', 'country': {'id': 249, 'name': 'Wales'}}]",22,Leicester City,male,,68,England,"[{'id': 60, 'name': 'Claudio Ranieri', 'nickname': None, 'dob': '1951-10-20', 'country': {'id': 112, 'name': 'Italy'}}]",1.1.0,2,2,1,Regular Season,29,bet365 Stadium,68,England,5,Andre Marriner,68,England
3754347,2015-12-05,16:00:00.000,0,0,available,scheduled,2020-10-15T02:13:03.665870,2021-06-13T16:17:31.694,15,2,England,Premier League,27,2015/2016,39,Manchester United,male,,68,England,"[{'id': 788, 'name': 'Louis van Gaal', 'nickname': None, 'dob': '1951-08-08', 'country': {'id': 160, 'name': 'Netherlands'}}]",40,West Ham United,male,,68,England,"[{'id': 150, 'name': 'Slaven Bilić', 'nickname': None, 'dob': '1968-09-11', 'country': {'id': 56, 'name': 'Croatia'}}]",1.1.0,2,2,1,Regular Season,2,Old Trafford,68,England,728,Mark Clattenburg,68,England
3754255,2015-12-13,17:00:00.000,2,2,available,scheduled,2020-10-14T06:04:11.885071,2021-06-13T16:17:31.694,16,2,England,Premier League,27,2015/2016,24,Liverpool,male,,68,England,"[{'id': 94, 'name': 'Jürgen Klopp', 'nickname': None, 'dob': '1967-06-16', 'country': {'id': 85, 'name': 'Germany'}}]",27,West Bromwich Albion,male,,68,England,"[{'id': 300, 'name': 'Tony Pulis', 'nickname': None, 'dob': '1958-01-16', 'country': {'id': 249, 'name': 'Wales'}}]",1.1.0,2,2,1,Regular Season,6,Anfield ,68,England,2,Craig Pawson,68,England
3754278,2015-10-03,16:00:00.000,1,1,available,scheduled,2020-08-30T15:15:48.422941,2021-06-13T16:17:31.694,8,2,England,Premier League,27,2015/2016,28,AFC Bournemouth,male,,68,England,"[{'id': 38, 'name': 'Eddie Howe', 'nickname': None, 'dob': '1977-11-29', 'country': {'id': 68, 'name': 'England'}}]",23,Watford,male,,68,England,"[{'id': 236, 'name': 'Enrique Sánchez Flores', 'nickname': 'Quique Sánchez Flores', 'dob': '1965-02-05', 'country': {'id': 214, 'name': 'Spain'}}]",1.1.0,2,2,1,Regular Season,71,Vitality Stadium,68,England,1,Michael Oliver,68,England
3753979,2015-11-23,21:00:00.000,0,1,available,scheduled,2022-12-01T13:27:51.423924,2021-06-13T16:17:31.694,13,2,England,Premier League,27,2015/2016,31,Crystal Palace,male,,68,England,"[{'id': 382, 'name': 'Alan Pardew', 'nickname': None, 'dob': '1961-07-18', 'country': {'id': 68, 'name': 'England'}}]",41,Sunderland,male,,68,England,"[{'id': 561, 'name': 'Sam Allardyce', 'nickname': None, 'dob': '1954-10-19', 'country': {'id': 68, 'name': 'England'}}]",1.1.0,2,2,1,Regular Season,37,Selhurst Park,68,England,4,Martin Atkinson,68,England
3753972,2015-11-21,16:00:00.000,2,2,available,scheduled,2022-12-01T13:25:12.412566,2021-06-13T16:17:31.694,13,2,England,Premier League,27,2015/2016,26,Swansea City,male,,249,Wales,"[{'id': 270, 'name': 'Garry Monk', 'nickname': None, 'dob': '1979-03-06', 'country': {'id': 68, 'name': 'England'}}]",28,AFC Bournemouth,male,,68,England,"[{'id': 38, 'name': 'Eddie Howe', 'nickname': None, 'dob': '1977-11-29', 'country': {'id': 68, 'name': 'England'}}]",1.1.0,2,2,1,Regular Season,45,Swansea.com Stadium,249,Wales,5,Andre Marriner,68,England
3753978,2015-09-26,16:00:00.000,3,1,available,scheduled,2020-09-11T18:18:25.317407,2021-06-13T16:17:31.694,7,2,England,Premier League,27,2015/2016,25,Southampton,male,,68,England,"[{'id': 676, 'name': 'Ronald Koeman', 'nickname': None, 'dob': '1963-03-21', 'country': {'id': 160, 'name': 'Netherlands'}}]",26,Swansea City,male,,249,Wales,"[{'id': 270, 'name': 'Garry Monk', 'nickname': None, 'dob': '1979-03-06', 'country': {'id': 68, 'name': 'England'}}]",1.1.0,2,2,1,Regular Season,4591,St. Mary''s Stadium,68,England,13,Roger East,68,England
3753974,2015-12-26,18:30:00.000,0,1,available,scheduled,2022-12-01T13:43:50.357622,2021-06-13T16:17:31.694,18,2,England,Premier League,27,2015/2016,37,Newcastle United,male,,68,England,"[{'id': 40, 'name': 'Steve McClaren', 'nickname': None, 'dob': '1961-05-03', 'country': {'id': 68, 'name': 'England'}}]",29,Everton,male,,68,England,"[{'id': 263, 'name': 'Roberto Martínez Montoliú', 'nickname': 'Roberto Martínez', 'dob': '1973-07-13', 'country': {'id': 214, 'name': 'Spain'}}]",1.1.0,2,2,1,Regular Season,4674,St. James'' Park,68,England,10,Lee Mason,68,England
3753993,2015-08-15,16:00:00.000,1,3,available,scheduled,2022-07-08T21:11:44.482443,2021-06-13T16:17:31.694,2,2,England,Premier League,27,2015/2016,41,Sunderland,male,,68,England,"[{'id': 453, 'name': 'Dick Advocaat', 'nickname': None, 'dob': '1947-09-27', 'country': {'id': 160, 'name': 'Netherlands'}}]",56,Norwich City,male,,68,England,"[{'id': 41, 'name': 'Alex Neil', 'nickname': None, 'dob': '1981-06-09', 'country': {'id': 201, 'name': 'Scotland'}}]",1.1.0,2,2,1,Regular Season,210,Stadium of Light,68,England,12,Kevin Friend,68,England
3753983,2015-10-31,16:00:00.000,0,3,available,scheduled,2022-12-01T13:16:30.336800,2021-06-13T16:17:31.694,11,2,England,Premier League,27,2015/2016,26,Swansea City,male,,249,Wales,"[{'id': 270, 'name': 'Garry Monk', 'nickname': None, 'dob': '1979-03-06', 'country': {'id': 68, 'name': 'England'}}]",1,Arsenal,male,,68,England,"[{'id': 577, 'name': 'Arsène Wenger', 'nickname': None, 'dob': '1949-10-22', 'country': {'id': 78, 'name': 'France'}}]",1.1.0,2,2,1,Regular Season,45,Swansea.com Stadium,249,Wales,12,Kevin Friend,68,England
3754015,2015-10-25,15:05:00.000,0,0,available,scheduled,2020-08-25T04:08:02.171727,2021-06-13T16:17:31.694,10,2,England,Premier League,27,2015/2016,39,Manchester United,male,,68,England,"[{'id': 788, 'name': 'Louis van Gaal', 'nickname': None, 'dob': '1951-08-08', 'country': {'id': 160, 'name': 'Netherlands'}}]",36,Manchester City,male,,68,England,"[{'id': 733, 'name': 'Manuel Luis Pellegrini Ripamonti', 'nickname': 'Manuel Pellegrini', 'dob': '1953-09-16', 'country': {'id': 45, 'name': 'Chile'}}]",1.1.0,2,2,1,Regular Season,2,Old Trafford,68,England,728,Mark Clattenburg,68,England
3754038,2015-11-29,17:15:00.000,1,1,available,scheduled,2022-12-01T13:30:31.668780,2021-06-13T16:17:31.694,14,2,England,Premier League,27,2015/2016,56,Norwich City,male,,68,England,"[{'id': 41, 'name': 'Alex Neil', 'nickname': None, 'dob': '1981-06-09', 'country': {'id': 201, 'name': 'Scotland'}}]",1,Arsenal,male,,68,England,"[{'id': 577, 'name': 'Arsène Wenger', 'nickname': None, 'dob': '1949-10-22', 'country': {'id': 78, 'name': 'France'}}]",1.1.0,2,2,1,Regular Season,220,Carrow Road,68,England,3,Jonathan Moss,68,England
3754001,2015-09-26,18:30:00.000,2,2,available,scheduled,2022-12-01T12:56:05.367071,2021-06-13T16:17:31.694,7,2,England,Premier League,27,2015/2016,37,Newcastle United,male,,68,England,"[{'id': 40, 'name': 'Steve McClaren', 'nickname': None, 'dob': '1961-05-03', 'country': {'id': 68, 'name': 'England'}}]",33,Chelsea,male,,68,England,"[{'id': 383, 'name': 'José Mario Felix dos Santos Mourinho', 'nickname': 'José Mourinho', 'dob': '1963-01-26', 'country': {'id': 183, 'name': 'Portugal'}}]",1.1.0,2,2,1,Regular Season,4674,St. James'' Park,68,England,4,Martin Atkinson,68,England
3754007,2015-08-29,16:00:00.000,0,1,available,scheduled,2022-07-08T22:13:15.691727,2021-06-13T16:17:31.694,4,2,England,Premier League,27,2015/2016,30,Stoke City,male,,68,England,"[{'id': 55, 'name': 'Mark Hughes', 'nickname': None, 'dob': '1963-11-01', 'country': {'id': 249, 'name': 'Wales'}}]",27,West Bromwich Albion,male,,68,England,"[{'id': 300, 'name': 'Tony Pulis', 'nickname': None, 'dob': '1958-01-16', 'country': {'id': 249, 'name': 'Wales'}}]",1.1.0,2,2,1,Regular Season,29,bet365 Stadium,68,England,1,Michael Oliver,68,England
3754008,2015-09-26,16:00:00.000,3,0,available,scheduled,2022-12-01T12:57:57.279949,2021-06-13T16:17:31.694,7,2,England,Premier League,27,2015/2016,39,Manchester United,male,,68,England,"[{'id': 788, 'name': 'Louis van Gaal', 'nickname': None, 'dob': '1951-08-08', 'country': {'id': 160, 'name': 'Netherlands'}}]",41,Sunderland,male,,68,England,"[{'id': 453, 'name': 'Dick Advocaat', 'nickname': None, 'dob': '1947-09-27', 'country': {'id': 160, 'name': 'Netherlands'}}]",1.1.0,2,2,1,Regular Season,2,Old Trafford,68,England,14,Mike Jones,68,England
3754029,2015-11-02,21:00:00.000,3,1,available,scheduled,2020-09-11T05:14:06.930506,2021-06-13T16:17:31.694,11,2,England,Premier League,27,2015/2016,38,Tottenham Hotspur,male,,68,England,"[{'id': 81, 'name': 'Mauricio Roberto Pochettino Trossero', 'nickname': 'Mauricio Pochettino', 'dob': '1972-03-02', 'country': {'id': 11, 'name': 'Argentina'}}]",59,Aston Villa,male,,68,England,"[{'id': 330, 'name': 'Kevin MacDonald', 'nickname': None, 'dob': '1960-11-22', 'country': {'id': 201, 'name': 'Scotland'}}]",1.1.0,2,2,1,Regular Season,99148,White Hart Lane,68,England,6,Mike Dean,68,England
3753995,2015-10-03,18:30:00.000,1,3,available,scheduled,2022-12-01T13:00:37.183788,2021-06-13T16:17:31.694,8,2,England,Premier League,27,2015/2016,33,Chelsea,male,,68,England,"[{'id': 383, 'name': 'José Mario Felix dos Santos Mourinho', 'nickname': 'José Mourinho', 'dob': '1963-01-26', 'country': {'id': 183, 'name': 'Portugal'}}]",25,Southampton,male,,68,England,"[{'id': 676, 'name': 'Ronald Koeman', 'nickname': None, 'dob': '1963-03-21', 'country': {'id': 160, 'name': 'Netherlands'}}]",1.1.0,2,2,1,Regular Season,10,Stamford Bridge,68,England,9,Robert Madley,68,England
3753999,2015-10-17,18:30:00.000,0,3,available,scheduled,2022-12-01T13:06:26.101546,2021-06-13T16:17:31.694,9,2,England,Premier League,27,2015/2016,23,Watford,male,,68,England,"[{'id': 236, 'name': 'Enrique Sánchez Flores', 'nickname': 'Quique Sánchez Flores', 'dob': '1965-02-05', 'country': {'id': 214, 'name': 'Spain'}}]",1,Arsenal,male,,68,England,"[{'id': 577, 'name': 'Arsène Wenger', 'nickname': None, 'dob': '1949-10-22', 'country': {'id': 78, 'name': 'France'}}]",1.1.0,2,2,1,Regular Season,4589,Vicarage Road,68,England,14,Mike Jones,68,England
3754017,2015-10-24,16:00:00.000,1,2,available,scheduled,2022-12-01T13:12:42.087634,2021-06-13T16:17:31.694,10,2,England,Premier League,27,2015/2016,59,Aston Villa,male,,68,England,"[{'id': 5003, 'name': 'Tim Sherwood', 'nickname': None, 'dob': '1969-02-06', 'country': {'id': 68, 'name': 'England'}}]",26,Swansea City,male,,249,Wales,"[{'id': 270, 'name': 'Garry Monk', 'nickname': None, 'dob': '1979-03-06', 'country': {'id': 68, 'name': 'England'}}]",1.1.0,2,2,1,Regular Season,211,Villa Park,68,England,7,Neil Swarbrick,68,England
3754006,2015-10-31,16:00:00.000,2,3,available,scheduled,2022-12-01T13:19:00.327680,2021-06-13T16:17:31.694,11,2,England,Premier League,27,2015/2016,27,West Bromwich Albion,male,,68,England,"[{'id': 300, 'name': 'Tony Pulis', 'nickname': None, 'dob': '1958-01-16', 'country': {'id': 249, 'name': 'Wales'}}]",22,Leicester City,male,,68,England,"[{'id': 60, 'name': 'Claudio Ranieri', 'nickname': None, 'dob': '1951-10-20', 'country': {'id': 112, 'name': 'Italy'}}]",1.1.0,2,2,1,Regular Season,33,The Hawthorns,68,England,8,Anthony Taylor,68,England
3754023,2015-08-29,16:00:00.000,1,1,available,scheduled,2022-07-08T22:06:02.823294,2021-06-13T16:17:31.694,4,2,England,Premier League,27,2015/2016,28,AFC Bournemouth,male,,68,England,"[{'id': 38, 'name': 'Eddie Howe', 'nickname': None, 'dob': '1977-11-29', 'country': {'id': 68, 'name': 'England'}}]",22,Leicester City,male,,68,England,"[{'id': 60, 'name': 'Claudio Ranieri', 'nickname': None, 'dob': '1951-10-20', 'country': {'id': 112, 'name': 'Italy'}}]",1.1.0,2,2,1,Regular Season,71,Vitality Stadium,68,England,7,Neil Swarbrick,68,England
3753984,2015-08-29,16:00:00.000,0,3,available,scheduled,2020-10-17T09:21:07.414340,2021-06-13T16:17:31.694,4,2,England,Premier League,27,2015/2016,24,Liverpool,male,,68,England,"[{'id': 6, 'name': 'Brendan Rodgers', 'nickname': None, 'dob': '1973-01-26', 'country': {'id': 169, 'name': 'Northern Ireland'}}]",40,West Ham United,male,,68,England,"[{'id': 150, 'name': 'Slaven Bilić', 'nickname': None, 'dob': '1968-09-11', 'country': {'id': 56, 'name': 'Croatia'}}]",1.1.0,2,2,1,Regular Season,6,Anfield ,68,England,12,Kevin Friend,68,England
3754011,2015-09-20,17:00:00.000,2,3,available,scheduled,2020-09-11T18:18:25.317407,2021-06-13T16:17:31.694,6,2,England,Premier League,27,2015/2016,25,Southampton,male,,68,England,"[{'id': 676, 'name': 'Ronald Koeman', 'nickname': None, 'dob': '1963-03-21', 'country': {'id': 160, 'name': 'Netherlands'}}]",39,Manchester United,male,,68,England,"[{'id': 788, 'name': 'Louis van Gaal', 'nickname': None, 'dob': '1951-08-08', 'country': {'id': 160, 'name': 'Netherlands'}}]",1.1.0,2,2,1,Regular Season,4591,St. Mary''s Stadium,68,England,728,Mark Clattenburg,68,England
